"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_control"	"Conc_treated"	"Fold"	"p.value"	"FDR"	"BL615"	"BL616"	"BL617"	"BL618"	"BL611"	"BL612"	"BL613"	"BL614"
"20831"	"X"	780884	781034	151	"*"	0.343637760348809	0.321890823262553	0.365061749875008	-5.36091048100919e-05	0.98267430489296	0.999980205328981	0.97	1.99	1.14	0.91	1.89	0	2.23	1.03
"20832"	"X"	74586287	74586437	151	"*"	0	0	0	-3.25746267053819e-05	0.982680556455837	0.999980205328981	0	0	0	2.72	1.89	0.95	0	0
"20833"	"5"	36885293	36885443	151	"*"	0.0492132588108103	0.0254995217765365	0.0725435055198995	-4.56622210697346e-05	0.98268550379402	0.999980205328981	1.94	0.99	1.14	0	0	0	1.11	3.09
"20834"	"6"	64334904	64335054	151	"*"	1.2803459329964	1.26698373288874	1.2935855076744	-6.83830386291999e-05	0.982711803287759	0.999980205328981	5.83	1.99	0	1.81	2.84	2.84	0	4.12
"20835"	"2"	9630323	9630473	151	"*"	0.343681005402721	0.321890823262553	0.365146963856604	-5.41939242041508e-05	0.982713518929143	0.999980205328981	0.97	1.99	1.14	0.91	0.95	0.95	2.23	1.03
"20836"	"18"	70486281	70486431	151	"*"	1.4490972402435	1.43853460579078	1.45958310253142	-7.27465664444509e-05	0.982723860646603	0.999980205328981	0.97	3.97	2.27	3.63	4.73	0.95	2.23	3.09
"20837"	"7"	22872049	22872199	151	"*"	0.778223036815958	0.808995197047277	0.746780186038127	5.81281434282856e-05	0.982739570018715	0.999980205328981	0	4.97	1.14	0.91	4.73	0.95	0	1.03
"20838"	"LVXM01048114.1"	46520	46670	151	"*"	0.297844565858418	0.277646713403999	0.317763546410285	-5.25027940275458e-05	0.982774615900511	0.999980205328981	0	0.99	1.14	2.72	0.95	1.89	1.11	1.03
"20839"	"14"	6867957	6868107	151	"*"	0.297844565858418	0.277646713403999	0.317763546410285	-5.25027940260126e-05	0.982774615901014	0.999980205328981	0	0.99	1.14	2.72	0.95	1.89	1.11	1.03
"20840"	"8"	79082032	79082182	151	"*"	0	0	0	-4.28675732328763e-05	0.982799232982385	0.999980205328981	2.91	0	0	0.91	1.89	0	0	2.06
"20841"	"13"	99571427	99571577	151	"*"	0.0225929985308405	0.0605916699681159	0	4.64218897659153e-05	0.982813836206987	0.999980205328981	0	0.99	2.27	0.91	0.95	1.89	1.11	0
"20842"	"7"	56535971	56536121	151	"*"	0	0	0	2.75706507372491e-05	0.98284284082538	0.999980205328981	0	3.97	0	0	2.84	0.95	0	0
"20843"	"3"	30568510	30568660	151	"*"	1.02872760050322	1.01401903518317	1.04328772119946	-6.54232902256888e-05	0.982892099976224	0.999980205328981	2.91	1.99	2.27	0.91	0.95	1.89	3.34	2.06
"20844"	"3"	68402594	68402744	151	"*"	1.02870070284884	1.01401903518317	1.04323446559251	-6.53479785765427e-05	0.982911754218967	0.999980205328981	2.91	1.99	2.27	0.91	1.89	0.95	3.34	2.06
"20845"	"1"	45685260	45685410	151	"*"	0.590881707145264	0.572670549279657	0.608865847995182	-5.75355973597435e-05	0.98291360345232	0.999980205328981	2.91	0.99	1.14	0.91	0.95	0.95	1.11	3.09
"20846"	"6"	80986480	80986630	151	"*"	0.578902816888261	0.609128210081312	0.548030606783126	5.37508593128075e-05	0.982942411826169	0.999980205328981	0	4.97	1.14	0	2.84	1.89	1.11	0
"20847"	"16"	89978658	89978808	151	"*"	0.784191761716178	0.768311296497785	0.799899324218369	-6.02357289245562e-05	0.982947371622421	0.999980205328981	0.97	1.99	1.14	2.72	0	3.79	1.11	2.06
"20848"	"X"	11599025	11599175	151	"*"	1.19463647202061	1.22815522814285	1.16032039905703	6.61311034077978e-05	0.982952805820344	0.999980205328981	0.97	0	5.68	2.72	1.89	3.79	2.23	1.03
"20849"	"LVXM01048208.1"	2018	2168	151	"*"	6.69508974543007	6.69199002592545	6.69818281927173	-0.000221031780072979	0.98296026168255	0.999980205328981	104.88	125.13	82.92	100.63	106.99	108.92	103.56	95.87
"20850"	"14"	89460494	89460644	151	"*"	0.983678888397494	0.9684344788642	0.998763898897269	-6.44567553986942e-05	0.982963662360464	0.999980205328981	3.88	0.99	1.14	1.81	1.89	2.84	2.23	1.03
"20851"	"10"	30853729	30853879	151	"*"	0.937295331906127	0.921599613706025	0.952822125593918	-6.17495102661158e-05	0.982997863780566	0.999980205328981	0.97	2.98	0	3.63	2.84	3.79	1.11	0
"20852"	"1"	135151906	135152056	151	"*"	1.46037663665677	1.44999501519424	1.47068408548585	-7.15831139100456e-05	0.983005882565745	0.999980205328981	0.97	4.97	2.27	2.72	0.95	3.79	2.23	4.12
"20853"	"9"	43266940	43267090	151	"*"	0.850406860428112	0.833677747560025	0.866944208427119	-6.03858325170423e-05	0.983033527643118	0.999980205328981	0.97	2.98	2.27	0.91	1.89	0.95	4.45	0
"20854"	"2"	153579954	153580104	151	"*"	1.18737922811028	1.17450035644232	1.20014414718805	-6.74256948279827e-05	0.983080087173125	0.999980205328981	0.97	3.97	2.27	1.81	1.89	1.89	3.34	2.06
"20855"	"18"	20349535	20349685	151	"*"	1.48300185594674	1.51643394960133	1.44877661200858	7.14815806012022e-05	0.983084154226104	0.999980205328981	0.97	2.98	5.68	1.81	2.84	2.84	1.11	4.12
"20856"	"X"	88240678	88240828	151	"*"	2.34392150432334	2.34021454392528	2.34761896420708	-8.55867003450774e-05	0.983107952166171	0.999980205328981	3.88	2.98	7.95	5.44	2.84	5.68	6.68	5.15
"20857"	"X"	31243047	31243197	151	"*"	0	0	0	4.32725539421909e-05	0.983150063242167	0.999980205328981	1.94	0	1.14	0.91	0.95	2.84	0	0
"20858"	"3"	1588349	1588499	151	"*"	1.16825009812922	1.20255953967464	1.13310480879087	6.5595641051369e-05	0.983153782549712	0.999980205328981	1.94	0	4.54	2.72	3.79	2.84	1.11	1.03
"20859"	"15"	35364309	35364459	151	"*"	0.592367917363735	0.576007858398382	0.608544532719848	-5.64316408707895e-05	0.983154224870634	0.999980205328981	0.97	0	2.27	2.72	1.89	0.95	2.23	1.03
"20860"	"LVXM01047777.1"	5642	5792	151	"*"	4.90678105287159	4.91124611115674	4.90230213257429	-0.000145768045163051	0.983204878136481	0.999980205328981	26.22	25.82	42.03	26.29	32.19	30.31	33.41	23.71
"20861"	"LVXM01049530.1"	423	573	151	"*"	2.17394456794811	2.167575346969	2.18028579359101	-8.11315382418538e-05	0.983245286709579	0.999980205328981	1.94	6.95	4.54	4.53	3.79	6.63	6.68	1.03
"20862"	"X"	128970330	128970480	151	"*"	0.331595459819677	0.36867213874718	0.293540734599641	5.0834071030941e-05	0.9832797709198	0.999980205328981	0	1.99	2.27	0.91	1.89	0.95	0	2.06
"20863"	"6"	6240452	6240602	151	"*"	0.972299937210238	1.00638883882852	0.937386028589268	6.19219853425511e-05	0.983320823666592	0.999980205328981	0.97	2.98	2.27	1.81	1.89	4.74	0	1.03
"20864"	"17"	3175168	3175318	151	"*"	0.801876766408763	0.786505880138774	0.817085611766612	-5.99358041151506e-05	0.983359161982625	0.999980205328981	0.97	2.98	1.14	1.81	0.95	1.89	1.11	3.09
"20865"	"4"	51471785	51471935	151	"*"	1.61809338654882	1.60801692213994	1.62809996003427	-7.19189612973284e-05	0.983375555663805	0.999980205328981	2.91	4.97	3.41	0.91	3.79	0.95	5.57	2.06
"20866"	"13"	82217542	82217692	151	"*"	2.00878071297088	2.00368612942878	2.01385736931707	-7.84272708468092e-05	0.983456461603121	0.999980205328981	1.94	2.98	5.68	5.44	1.89	5.68	4.45	4.12
"20867"	"15"	13789435	13789585	151	"*"	0	0	0	-4.24732222926807e-05	0.983463371114725	0.999980205328981	2.91	0	0	0.91	1.89	0.95	1.11	0
"20868"	"6"	106921861	106922011	151	"*"	1.5601852783205	1.55170091107793	1.56862004129488	-7.21892321943857e-05	0.983473035305906	0.999980205328981	1.94	2.98	2.27	4.53	3.79	3.79	2.23	2.06
"20869"	"15"	45304879	45305029	151	"*"	1.45861689790499	1.48988714929398	1.42665382276298	6.86579567557269e-05	0.983494349121235	0.999980205328981	3.88	0.99	4.54	1.81	1.89	4.74	0	4.12
"20870"	"17"	43489185	43489335	151	"*"	0.85419293909127	0.890369719253423	0.817085611766612	5.92687571539593e-05	0.98350578718134	0.999980205328981	0.97	0.99	4.54	0.91	0.95	1.89	1.11	3.09
"20871"	"16"	85101882	85102032	151	"*"	1.55938836324107	1.55000486910344	1.56871121997755	-7.11638137588204e-05	0.98356419066597	0.999980205328981	3.88	3.97	1.14	2.72	4.73	1.89	1.11	4.12
"20872"	"15"	18136862	18137012	151	"*"	0.0227801409297933	0.0605916699681159	0	4.43742793076804e-05	0.983572811667877	0.999980205328981	0	0.99	2.27	0.91	0.95	0.95	0	2.06
"20873"	"6"	25358479	25358629	151	"*"	0.612622116371849	0.596778153603477	0.628293966070834	-5.6034834512937e-05	0.98357730360608	0.999980205328981	0.97	0.99	2.27	1.81	0.95	0.95	2.23	2.06
"20874"	"14"	6443497	6443647	151	"*"	1.29372066760938	1.28192980313514	1.30541594831351	-6.61532655724392e-05	0.98361256737806	0.999980205328981	3.88	1.99	1.14	2.72	5.68	0.95	2.23	1.03
"20875"	"16"	63302018	63302168	151	"*"	1.59045631473019	1.58213563509252	1.59872928027464	-7.154034009035e-05	0.983619835078716	0.999980205328981	4.86	0.99	3.41	2.72	3.79	1.89	3.34	3.09
"20876"	"2"	73948600	73948750	151	"*"	1.9932088574165	1.98753646795877	1.99885903148702	-7.84314214082019e-05	0.983640502498413	0.999980205328981	4.86	3.97	3.41	3.63	3.79	4.74	3.34	4.12
"20877"	"10"	91341915	91342065	151	"*"	0.820689936620392	0.807059601171198	0.834192699341889	-5.73664360919565e-05	0.98365322775327	0.999980205328981	2.91	0	2.27	1.81	0	1.89	1.11	4.12
"20878"	"LVXM01048835.1"	4072	4222	151	"*"	6.39894278987337	6.39657740187562	6.40130430601807	0.000194674990595196	0.983704257126573	0.999980205328981	78.66	91.36	63.61	103.35	74.8	95.66	77.95	89.69
"20879"	"16"	67552870	67553020	151	"*"	0.367566611768951	0.346627477200868	0.388206180474257	-4.82538066709509e-05	0.983725525261554	0.999980205328981	0.97	2.98	1.14	0	0	1.89	3.34	0
"20880"	"1"	25534955	25535105	151	"*"	1.6016554851947	1.63395137255596	1.56862004129488	7.10286065604137e-05	0.98375170063102	0.999980205328981	1.94	2.98	5.68	1.81	3.79	3.79	2.23	2.06
"20881"	"LVXM01047662.1"	4401	4551	151	"*"	2.24998544220064	2.24612852121584	2.25383207952562	-8.13566856994996e-05	0.983770743365791	0.999980205328981	3.88	3.97	5.68	5.44	3.79	6.63	5.57	3.09
"20882"	"9"	3482447	3482597	151	"*"	1.98553414450976	1.97976453445993	1.99128077267728	-7.63172187188035e-05	0.983816073060768	0.999980205328981	0.97	5.96	3.41	5.44	3.79	5.68	3.34	3.09
"20883"	"13"	1707086	1707236	151	"*"	0.574684645611215	0.560307668669128	0.588919763303762	-5.28467195686237e-05	0.983825718891199	0.999980205328981	0	0	2.27	3.63	0.95	1.89	1.11	2.06
"20884"	"4"	24794873	24795023	151	"*"	1.15002643638693	1.13943609718458	1.16053960163414	-6.28936387471017e-05	0.98382979963553	0.999980205328981	2.91	0	2.27	3.63	0.95	3.79	1.11	3.09
"20885"	"3"	65798330	65798480	151	"*"	1.16742313085565	1.18805432248439	1.1464926182547	4.15449665456418e-05	0.983831345778814	0.999980205328981	4.86	1.99	2.27	0	6.63	0	2.23	0
"20886"	"6"	25883328	25883478	151	"*"	1.79379094688164	1.78781553401762	1.79974171258769	-7.39104537715714e-05	0.983880061881161	0.999980205328981	3.88	1.99	3.41	4.53	4.73	2.84	2.23	4.12
"20887"	"9"	34699493	34699643	151	"*"	0.956541845446952	0.944443512727891	0.968539565597381	-5.98767392108957e-05	0.983937050848183	0.999980205328981	1.94	0.99	1.14	3.63	2.84	1.89	0	3.09
"20888"	"5"	89906546	89906696	151	"*"	5.5832529014248	5.58752189221025	5.57897124103029	0.000166345542268617	0.983953287898192	0.999980205328981	52.44	48.66	52.25	38.98	44.5	47.36	46.77	52.58
"20889"	"17"	42479836	42479986	151	"*"	0.801799195042309	0.786505880138774	0.816932091912139	-5.67270981511175e-05	0.9839734738571	0.999980205328981	0.97	2.98	1.14	1.81	0	3.79	2.23	1.03
"20890"	"4"	12945497	12945647	151	"*"	1.16448342319178	1.19498005608235	1.13332818542183	6.19475214171319e-05	0.984010392645356	0.999980205328981	2.91	3.97	2.27	0	2.84	2.84	0	3.09
"20891"	"LVXM01046047.1"	4051	4201	151	"*"	2.65286719096982	2.65157183042571	2.6541613894847	-8.6474704173054e-05	0.984033465934325	0.999980205328981	3.88	6.95	7.95	6.35	4.73	6.63	5.57	8.25
"20892"	"3"	118469213	118469363	151	"*"	0	0	0.0138030161415169	-4.2420161651476e-05	0.984044107121968	0.999980205328981	2.91	0.99	0	0	0.95	0.95	1.11	1.03
"20893"	"2"	94722659	94722809	151	"*"	1.32052997176014	1.31136529741424	1.32963679510716	-6.46892322877907e-05	0.984046566636579	0.999980205328981	0	1.99	3.41	4.53	2.84	2.84	3.34	1.03
"20894"	"14"	114846118	114846268	151	"*"	0.32236302644936	0.303146966501949	0.341326497661161	-4.71163096811581e-05	0.984073144986467	0.999980205328981	0	1.99	1.14	1.81	2.84	0	2.23	0
"20895"	"8"	76521537	76521687	151	"*"	0.748902009976618	0.73298870773602	0.764641697619994	-5.53554866405883e-05	0.984086672900085	0.999980205328981	1.94	1.99	0	2.72	1.89	3.79	1.11	0
"20896"	"2"	111353456	111353606	151	"*"	1.21500512492672	1.20383628839755	1.22608816007872	-6.32259584837133e-05	0.984101025349756	0.999980205328981	2.91	1.99	3.41	0.91	0.95	1.89	4.45	2.06
"20897"	"18"	21200686	21200836	151	"*"	1.35534257030844	1.3454710910353	1.3651469638566	-6.53697080732484e-05	0.98415010124851	0.999980205328981	0.97	3.97	3.41	1.81	1.89	1.89	4.45	2.06
"20898"	"17"	96333490	96333640	151	"*"	1.14890639006554	1.13717861070547	1.16053960163414	-6.17012861695553e-05	0.98416767447994	0.999980205328981	4.86	0.99	1.14	1.81	0.95	3.79	1.11	3.09
"20899"	"14"	9703647	9703797	151	"*"	0.768449284294298	0.75457973287324	0.782186767483628	-5.51909504139255e-05	0.984204921287259	0.999980205328981	0	1.99	1.14	3.63	3.79	0.95	1.11	1.03
"20900"	"7"	66702086	66702236	151	"*"	0.320506400412824	0.299113853108798	0.341586364490294	-4.52147993455696e-05	0.984239820188248	0.999980205328981	1.94	2.98	0	0	0	2.84	2.23	0
"20901"	"17"	16605674	16605824	151	"*"	1.2963894569144	1.28721619565955	1.30550475905419	-6.39781106714828e-05	0.984316493942765	0.999980205328981	0.97	1.99	2.27	4.53	3.79	2.84	2.23	1.03
"20902"	"14"	116116613	116116763	151	"*"	0.972274215474233	0.960558673629411	0.983895385987806	-5.84474146322516e-05	0.984343087770301	0.999980205328981	1.94	1.99	1.14	2.72	2.84	0.95	0	4.12
"20903"	"12"	11576751	11576901	151	"*"	0.323448033578808	0.352833864316278	0.293451184281392	4.43041172239186e-05	0.984369442013417	0.999980205328981	0	3.97	1.14	0	2.84	0	0	2.06
"20904"	"1"	110589434	110589584	151	"*"	0.985621810323763	0.972470775965078	0.998654047177889	-5.91262259304429e-05	0.984374943002565	0.999980205328981	2.91	1.99	1.14	1.81	3.79	0.95	2.23	1.03
"20905"	"1"	117108786	117108936	151	"*"	0.819239867314278	0.804473857233018	0.833856276884035	-5.60960997655957e-05	0.984407128566668	0.999980205328981	0.97	3.97	1.14	0.91	1.89	0.95	2.23	2.06
"20906"	"15"	16105278	16105428	151	"*"	0.600764203947571	0.632349372274173	0.568472028654467	5.11002344851171e-05	0.984420281841326	0.999980205328981	1.94	1.99	2.27	0	3.79	0	1.11	1.03
"20907"	"LVXM01049682.1"	1088	1238	151	"*"	2.42293301815713	2.41931471224	2.42654227199396	-7.94652711528093e-05	0.984424792273149	0.999980205328981	5.83	6.95	2.27	6.35	5.68	8.52	1.11	6.19
"20908"	"LVXM01049265.1"	3243	3393	151	"*"	0.533931814079415	0.519428646223964	0.548290633957413	-5.01768180155733e-05	0.984434970808784	0.999980205328981	0.97	0	1.14	3.63	2.84	0.95	0	2.06
"20909"	"14"	32963024	32963174	151	"*"	1.16368429114314	1.15352384980782	1.17377367586605	-6.20847444107307e-05	0.984436354351856	0.999980205328981	2.91	0.99	2.27	2.72	1.89	2.84	2.23	2.06
"20910"	"12"	108994516	108994666	151	"*"	1.63600984328309	1.66285805527282	1.60865250271227	6.6466410693734e-05	0.984439427277786	0.999980205328981	0.97	3.97	6.82	0.91	0.95	4.74	4.45	2.06
"20911"	"7"	55389294	55389444	151	"*"	0.299149659178117	0.280069746612418	0.317980526409467	-4.54106814316351e-05	0.984449587275821	0.999980205328981	0.97	2.98	0	0.91	1.89	0	0	3.09
"20912"	"11"	27734751	27734901	151	"*"	0.323383815809538	0.352833864316278	0.293320047284236	4.50349919182271e-05	0.984480349050312	0.999980205328981	0	3.97	1.14	0	0.95	2.84	1.11	0
"20913"	"1"	68181404	68181554	151	"*"	4.97525194387027	4.9792934149052	4.9711991195122	-0.000134967533717313	0.984481382927151	0.999980205328981	33.99	26.81	40.89	24.48	26.51	40.73	34.52	23.71
"20914"	"7"	64355702	64355852	151	"*"	1.56974647052332	1.56046397932466	1.57896961856108	-6.52032912601509e-05	0.98450228484246	0.999980205328981	7.77	1.99	1.14	0.91	1.89	3.79	1.11	5.15
"20915"	"15"	5538369	5538519	151	"*"	1.58081121271989	1.57282154410392	1.58875687800037	-6.77900412057749e-05	0.984521251449801	0.999980205328981	1.94	4.97	2.27	2.72	2.84	3.79	3.34	2.06
"20916"	"LVXM01048171.1"	3598	3748	151	"*"	1.5681471226437	1.59774973623492	1.53792434666057	6.66135831341172e-05	0.984525227430085	0.999980205328981	2.91	3.97	3.41	1.81	5.68	2.84	0	3.09
"20917"	"X"	74330831	74330981	151	"*"	1.46160263987584	1.45272288381199	1.47042807540876	-6.58645567382733e-05	0.984570873249997	0.999980205328981	3.88	2.98	2.27	1.81	3.79	1.89	3.34	2.06
"20918"	"LVXM01048075.1"	136	286	151	"*"	0.853819128814222	0.840634832575586	0.866884028581719	-5.33350752532471e-05	0.98457420453919	0.999980205328981	1.94	0	3.41	1.81	2.84	0	4.45	0
"20919"	"12"	97489540	97489690	151	"*"	0.956387321126215	0.944443512727891	0.968233060261105	-5.72002522806676e-05	0.984577599337774	0.999980205328981	1.94	0.99	1.14	3.63	4.73	0.95	1.11	1.03
"20920"	"X"	20829700	20829850	151	"*"	1.37377270664085	1.40505237624035	1.34179979124231	6.27358533688553e-05	0.984577614648449	0.999980205328981	0.97	0.99	6.82	1.81	1.89	1.89	2.23	4.12
"20921"	"4"	22482891	22483041	151	"*"	0.0487368175978198	0.08274105044723	0.013911720444948	4.18516002253605e-05	0.984610547357514	0.999980205328981	0.97	0.99	2.27	0	0	1.89	1.11	1.03
"20922"	"11"	108815079	108815229	151	"*"	1.67295255575381	1.66649035621676	1.67938593847865	-6.88188140452072e-05	0.984620102269214	0.999980205328981	2.91	2.98	2.27	4.53	4.73	3.79	2.23	2.06
"20923"	"6"	48859598	48859748	151	"*"	1.97137014212952	1.96652701930292	1.97619706098915	-7.24749898409257e-05	0.984670545372362	0.999980205328981	4.86	3.97	2.27	4.53	3.79	5.68	1.11	5.15
"20924"	"7"	50725229	50725379	151	"*"	0.972177313547384	0.960558673629411	0.983703130635369	-5.81916031575068e-05	0.984711109781774	0.999980205328981	1.94	1.99	1.14	2.72	2.84	1.89	1.11	2.06
"20925"	"15"	74688889	74689039	151	"*"	1.00106933238327	0.988277581010008	1.01374866091815	-5.80019221357632e-05	0.984735515394496	0.999980205328981	2.91	2.98	1.14	0.91	2.84	0.95	2.23	2.06
"20926"	"X"	76799096	76799246	151	"*"	0	0	0	3.41337714065185e-05	0.984775260719168	0.999980205328981	0.97	0	2.27	0	0	0.95	1.11	1.03
"20927"	"12"	12730362	12730512	151	"*"	1.5502208051156	1.5420333536202	1.55836205401345	-6.58688314465674e-05	0.984784511459701	0.999980205328981	2.91	3.97	1.14	3.63	4.73	3.79	2.23	1.03
"20928"	"2"	93152736	93152886	151	"*"	1.27186084248361	1.26265597348645	1.2810073535344	-6.15047225302719e-05	0.984801308559177	0.999980205328981	1.94	1.99	1.14	4.53	3.79	3.79	1.11	1.03
"20929"	"1"	31583400	31583550	151	"*"	0.375108972761645	0.40803574260018	0.341413125138616	4.61340131679949e-05	0.984852616948436	0.999980205328981	0	0.99	3.41	0.91	1.89	0.95	2.23	0
"20930"	"17"	79711897	79712047	151	"*"	1.19194476780614	1.18348281012484	1.20035738214914	-6.01312868249521e-05	0.984858211375724	0.999980205328981	0.97	1.99	3.41	2.72	0.95	1.89	2.23	4.12
"20931"	"1"	51189446	51189596	151	"*"	0.786228722735423	0.772684331692875	0.799647137343615	-5.23585561257512e-05	0.984869647732828	0.999980205328981	3.88	0	1.14	1.81	3.79	0	1.11	2.06
"20932"	"3"	49077591	49077741	151	"*"	0.325777741549856	0.309180355548613	0.342186353740876	-4.3906289497797e-05	0.98487803487211	0.999980205328981	2.91	0	1.14	0.91	0	0.95	0	4.12
"20933"	"2"	55378076	55378226	151	"*"	0.595061014265021	0.581303586078417	0.608688490914176	-4.97316342803817e-05	0.984884158793285	0.999980205328981	0	0.99	2.27	2.72	0	2.84	2.23	1.03
"20934"	"16"	86005517	86005667	151	"*"	0.784981324794982	0.770036179792849	0.799773236291358	-5.36158250420494e-05	0.984903125515957	0.999980205328981	1.94	3.97	0	0.91	1.89	1.89	1.11	2.06
"20935"	"8"	3095276	3095426	151	"*"	1.38001004051792	1.37155803212697	1.38841282119772	-6.12273319242638e-05	0.984925618669521	0.999980205328981	2.91	1.99	4.54	0.91	1.89	0	4.45	4.12
"20936"	"14"	69240850	69241000	151	"*"	0.0188281937252627	0.0529880103034987	0	3.97133787739125e-05	0.984926580220787	0.999980205328981	0.97	0	2.27	0.91	1.89	0	0	2.06
"20937"	"5"	57641874	57642024	151	"*"	1.30783092900378	1.29791873248008	1.31767548713312	-6.20147382518981e-05	0.984928687836766	0.999980205328981	2.91	3.97	1.14	1.81	3.79	1.89	2.23	2.06
"20938"	"6"	154058068	154058218	151	"*"	2.35656003540157	2.3517251742834	2.36137874769702	-7.29860239898141e-05	0.98493010045606	0.999980205328981	3.88	4.97	3.41	8.16	3.79	12.31	4.45	0
"20939"	"4"	77710361	77710511	151	"*"	0.328254464510987	0.362533658661806	0.29314091368741	4.60938480930688e-05	0.984965454334298	0.999980205328981	0.97	0.99	2.27	0.91	2.84	0.95	1.11	0
"20940"	"X"	17750721	17750871	151	"*"	0.328254464510987	0.362533658661806	0.29314091368741	4.60938480758104e-05	0.984965454339919	0.999980205328981	0.97	0.99	2.27	0.91	2.84	0.95	1.11	0
"20941"	"1"	10359250	10359400	151	"*"	0.328254464510987	0.362533658661806	0.29314091368741	4.60938377423652e-05	0.98496545770588	0.999980205328981	0.97	0.99	2.27	0.91	2.84	0.95	1.11	0
"20942"	"LVXM01048448.1"	4667	4817	151	"*"	3.63637212386059	3.63878445554676	3.63395575175548	-9.74249685177428e-05	0.984987413319634	0.999980205328981	8.74	7.94	20.45	12.69	10.42	12.31	15.59	11.34
"20943"	"12"	49806481	49806631	151	"*"	1.47355222678182	1.46587164761105	1.48119213274116	-6.39940822560277e-05	0.985003547311909	0.999980205328981	1.94	2.98	3.41	2.72	2.84	2.84	4.45	1.03
"20944"	"1"	50172599	50172749	151	"*"	1.68253074998253	1.6762814268303	1.68875311964961	-6.70148559460559e-05	0.985003942773508	0.999980205328981	2.91	3.97	2.27	3.63	5.68	1.89	2.23	3.09
"20945"	"3"	76621761	76621911	151	"*"	2.01076961697098	2.00751342574531	2.01401847545571	-7.06094731894663e-05	0.985007709854245	0.999980205328981	3.88	1.99	5.68	4.53	2.84	2.84	2.23	8.25
"20946"	"2"	36124849	36124999	151	"*"	1.28456308634326	1.27559560524895	1.29347517166087	-6.10704742623836e-05	0.985018874276288	0.999980205328981	1.94	2.98	1.14	3.63	1.89	4.74	1.11	2.06
"20947"	"15"	51319917	51320067	151	"*"	1.47357198745934	1.46587164761105	1.4812314450945	-6.36968004859294e-05	0.985038511797245	0.999980205328981	1.94	2.98	3.41	2.72	1.89	3.79	4.45	1.03
"20948"	"5"	72476832	72476982	151	"*"	0.0229450589445542	0.00244645738045469	0.0431564807899944	-4.02810799417359e-05	0.985089274599091	0.999980205328981	0.97	0.99	1.14	0.91	0	1.89	2.23	0
"20949"	"12"	121386447	121386597	151	"*"	0.29899514377947	0.280069746612418	0.317675487133115	-4.54467441130858e-05	0.985092800739591	0.999980205328981	0.97	2.98	0	0.91	1.89	0.95	1.11	1.03
"20950"	"8"	107578866	107579016	151	"*"	1.32115868848922	1.31236848620383	1.32989565710052	-5.94792662232899e-05	0.985092834623977	0.999980205328981	4.86	0.99	2.27	1.81	3.79	0	1.11	5.15
"20951"	"LVXM01049600.1"	130	280	151	"*"	2.31511366806159	2.31245891357607	2.31776354641029	-7.57640530393438e-05	0.985097875865887	0.999980205328981	5.83	4.97	4.54	4.53	3.79	7.58	4.45	4.12
"20952"	"LVXM01049346.1"	2057	2207	151	"*"	1.9858070014897	1.98039582667279	1.99119795621043	-7.05141620703425e-05	0.985099566654263	0.999980205328981	5.83	4.97	2.27	2.72	6.63	2.84	3.34	3.09
"20953"	"2"	102399911	102400061	151	"*"	0.8335971242359	0.866646145428223	0.799773236291358	5.33524327508656e-05	0.985107374832141	0.999980205328981	0	2.98	3.41	0.91	1.89	1.89	1.11	2.06
"20954"	"4"	121178639	121178789	151	"*"	0.562620912267246	0.596778153603477	0.52763531239269	4.91784549610607e-05	0.985115964649515	0.999980205328981	0.97	0.99	2.27	1.81	0.95	3.79	0	1.03
"20955"	"6"	137868734	137868884	151	"*"	2.01667775005928	2.01217094105445	2.0211705241568	-7.11309883349503e-05	0.98511700393555	0.999980205328981	2.91	5.96	4.54	2.72	3.79	3.79	5.57	3.09
"20956"	"16"	100877884	100878034	151	"*"	0.804080423358625	0.791083793080143	0.8169610170313	-5.18107634553074e-05	0.985117447963828	0.999980205328981	0	3.97	1.14	1.81	2.84	0	1.11	3.09
"20957"	"LVXM01047649.1"	-29	121	151	"*"	0.837692346363874	0.824774961882498	0.850495098739915	-5.37224184946846e-05	0.9851408526797	0.999980205328981	2.91	0.99	2.27	0.91	1.89	0.95	3.34	1.03
"20958"	"12"	4392152	4392302	151	"*"	1.79431708744586	1.78866665225077	1.7999454785507	-6.72760501671733e-05	0.985146981614654	0.999980205328981	4.86	3.97	2.27	2.72	1.89	4.74	1.11	6.19
"20959"	"12"	122019915	122020065	151	"*"	1.00229746898985	0.990780298986122	1.01372342404074	-5.44331775383168e-05	0.985158121427423	0.999980205328981	0.97	1.99	2.27	2.72	0	4.74	3.34	0
"20960"	"6"	25433760	25433910	151	"*"	0.78485098035965	0.769772764213982	0.799773236291358	-5.06864733784503e-05	0.985192105657996	0.999980205328981	5.83	0.99	0	0	1.89	1.89	1.11	2.06
"20961"	"8"	86452329	86452479	151	"*"	0.30374786106975	0.338070549113236	0.268588671785071	4.4272521148689e-05	0.985252878651694	0.999980205328981	0.97	0	2.27	1.81	2.84	0.95	0	1.03
"20962"	"12"	80995352	80995502	151	"*"	0.828952667955958	0.85794510659911	0.79936562691327	5.10342099644499e-05	0.985291315855878	0.999980205328981	1.94	0.99	3.41	0.91	4.73	0	2.23	0
"20963"	"4"	100296667	100296817	151	"*"	1.35043939557401	1.382433624066	1.31771951744357	6.04721751846266e-05	0.985305829515213	0.999980205328981	1.94	0.99	5.68	1.81	2.84	2.84	2.23	2.06
